Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037325,03/06/2025,10:32:31,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,UM,"412,507884","0,010","0,012"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037325,03/06/2025,10:32:31,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,TB,"588,030084","0,010","0,012"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,"ÁCIDO PERACÉTICO 3,4 A 3,5 % GALAO COM",,-4.0,GL,"316,202767","0,100","0,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,"HIPOCLORITO DE SODIO 1%,",,-16.0,FR,"157,025944","0,100","1,600"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,DETERGENTE ENZIMÁTICO,,-8.0,GL,"540,940731","1,000","8,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,CAL SODADA 36.22,,-4.0,GL,"519,134581","0,100","0,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,DETERGENTE BIODEGRADAVEL,,-10.0,KG,"320,371791","1,000","10,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,"LUVA CIRURGICA CONVENCIONAL Nº 8,0 EM",,-500.0,PR,"507,043465","0,010","5,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037455,03/06/2025,14:20:14,"LUVA CIRURGICA CONVENCIONAL Nº 6,5 EM",,-400.0,PR,"436,697036","0,010","4,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037483,03/06/2025,15:05:55,DEXMEDETOMIDINA (CLORIDRATO) 09.N.05.C,,-140.0,FA,"816,558532","0,100","14,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037483,03/06/2025,15:05:55,MORFINA SOLUCAO INJETAVEL 1 MG/ML 09.N.02.,,-50.0,AM,"165,422351","0,150","7,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037483,03/06/2025,15:05:55,MORFINA SOLUCAO INJETAVEL 10MG/ML 09.N.02.,,-100.0,AM,"151,720960","0,150","15,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,KIT DE COLETA DE URINA,,-1.8,KT,"847,644660","0,200","0,360"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,DISPOSITIVO PARA COLETA MÚLTIPLA A,,-600.0,UN,"235,914138","0,100","60,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,TUBO COL. SANGUE SIST. A VACUO,,-1.2,UM,"419,436336","0,100","0,120"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,CONJUNTO PARA DETERMINAÇAO DE,,-1.44,TE,"998,048563","0,100","0,144"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,CONJUNTO PARA PESQUISA DE SANGUE,,-200.0,TE,"529,298360","0,100","20,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037519,03/06/2025,15:59:11,LÂMINA DE VIDRO COM EXTREMIDADE,,-150.0,CX,"715,555044","0,100","15,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037567,03/06/2025,17:13:42,INSULINA ANÁLOGA DE AÇAO ULTRA 09.A.10.A,,-10.0,UN,"259,999998","0,100","1,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037567,03/06/2025,17:13:42,INSULINA GLARGINA SOLUÇÃO INJETÁVEL 09.A.1,,-10.0,UN,"149,600042","0,150","1,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/037567,03/06/2025,17:13:42,INSULINA HUMANA REGULAR SOLUÇÃO OU 09.A.10,,-10.0,FA,"229,772536","0,150","1,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,"FRASCO COLETOR, 500 A 600 ML, PARA",,-45.0,UN,"372,779028","0,050","2,250"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,"EQUIPO EXTENSOR DE 1 VIA, PRIMING",,-100.0,UN,"109,000000","0,100","10,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,PAPEL GRAU CIRURGICO 25CM X 100M,,-7.0,RL,"620,503338","1,000","7,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,SONDA NASOGÁSTRICA CURTA Nº 06,,-1.02,UN,"438,658956","0,015","0,015"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,SONDA NASOGÁSTRICA LONGA Nº 20,,-280.0,UM,"253,843428","0,015","4,200"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,SONDA ASPIRAÇÃO TRAQUEAL Nº 14,,-490.0,UM,"212,708353","0,015","7,350"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038456,06/06/2025,09:27:47,"AGULHA HIPODÉRMICA 25 X 0,7MM COM",,-2.3,UN,"525,926602","0,002","0,005"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038481,06/06/2025,10:06:56,GRAMPEADOR LINEAR CORTANTE 75-80MM,,-2.0,UN,"827,180519","0,100","0,200"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038481,06/06/2025,10:06:56,CARGA/REFIL PARA GRAMPEADAOR LINEAR,,-5.0,UN,"679,777095","0,100","0,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038481,06/06/2025,10:06:56,CATETER CENTRAL DE INSERÇÃO,,-3.0,KT,"911,058797","0,015","0,045"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038569,06/06/2025,11:09:03,SISTEMA FECHADO DE DRENAGEM POR,,-18.0,KT,"439,157798","0,100","1,800"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038572,06/06/2025,11:13:52,CARTÃO DE IDENTIFICAÇÃO E COLETA DE,,-250.0,UN,"127,524475","0,100","25,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038698,06/06/2025,15:49:25,GABAPENTINA CAPSULA 300MG 09.N.03.A,,-1.2,CS,"265,166976","0,001","0,001"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038877,09/06/2025,09:25:02,"EQUIPO EXTENSOR DE 1 VIA, PRIMING",,-500.0,UN,"545,000000","0,100","50,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038881,09/06/2025,09:33:39,CONJUNTO PARA DETERMINAÇAO DE,,-100.0,TE,"700,000077","0,100","10,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038881,09/06/2025,09:33:39,FRASCO COLETOR PARA MATERIAIS,,-1.0,UM,"277,125860","0,050","0,050"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038881,09/06/2025,09:33:39,KIT DE COLETA DE URINA,,-1.8,KT,"847,644660","0,200","0,360"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038956,09/06/2025,10:58:18,"GRAMPEADOR CIRCULAR DESCARTÁVEL,",,-1.0,UN,"604,156074","0,100","0,100"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038956,09/06/2025,10:58:18,TROCATER ÓPTICO SEM LÂMINA,,-3.0,UM,"450,000000","0,100","0,300"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/038956,09/06/2025,10:58:18,CARGA/REFIL PARA GRAMPEADAOR LINEAR,,-4.0,UN,"543,821676","0,100","0,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039268,10/06/2025,09:37:43,"GAZE ESTÉRIL COM FIO RADIOPACO 7,5 CM",,-1.2,EN,"684,142992","0,008","0,010"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039314,10/06/2025,10:55:56,VALPROATO DE SODIO SOLUÇÃO ORAL OU 09.N.03,,-20.0,FR,"126,393898","0,150","3,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039458,10/06/2025,15:16:44,BETAMETASONA (ACETATO + FOSFATO) 09.H.02.A,,-50.0,AM,"302,841349","0,100","5,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039680,11/06/2025,11:03:06,DIPIRONA COMPRIMIDO 500MG 09.N.02.B Gerênci,,-1.5,CP,"158,328345","0,001","0,002"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039697,11/06/2025,11:18:50,AGULHA PARA ACUPUNTURA,,-3.0,UN,"334,995720","0,002","0,006"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/039701,11/06/2025,11:20:49,CONECTOR PARA AEROSSOLTERAPIA EM,,-15.0,UN,"351,643184","0,100","1,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040006,12/06/2025,08:06:04,"CATETER NASAL ADULTO, TIPO ÓCULOS,",,-400.0,UN,"451,055376","0,015","6,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040007,12/06/2025,08:07:24,CURATIVO ANTISSÉPTICO CIRCULAR,,-5.0,UN,"138,579150","0,008","0,040"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040172,12/06/2025,11:52:17,BOLSA PARA ESTOMIA ADULTO,,-50.0,UN,"821,875460","0,100","5,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040172,12/06/2025,11:52:17,CATETER DUPLO LUMEN PARA,,-4.0,UN,"257,537827","0,015","0,060"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040172,12/06/2025,11:52:17,CATETER MONO LUMEN DE ACESSO,,-20.0,UN,"757,758770","0,015","0,300"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040172,12/06/2025,11:52:17,AGULHA DESCARTAVEL PARA BIOPSIA DE,,-2.0,UM,"102,239761","0,002","0,004"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040174,12/06/2025,11:53:43,OXIDO DE ZINCO + VITAMINA A + VITAMINA 09.,,-200.0,BS,"613,131734","0,100","20,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040174,12/06/2025,11:53:43,CLINDAMICINA (CLORIDRATO) CAPSULA 300 09.J,,-400.0,CS,"380,400356","0,001","0,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040174,12/06/2025,11:53:44,DEXPANTENOL POMADA 50MG/G BISNAGA 09.D.03.,,-26.0,BS,"101,437810","0,050","1,300"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040283,12/06/2025,16:05:20,SONDA DE TROCA PARA GASTROSTOMIA,,-1.0,UN,"630,000000","0,015","0,015"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040333,12/06/2025,17:41:36,CEFALEXINA CAPSULA OU DRAGEA OU 09.J.01.D,,-500.0,UN,"229,994060","0,001","0,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040333,12/06/2025,17:41:36,CLINDAMICINA (CLORIDRATO) CAPSULA 300 09.J,,-400.0,CS,"380,400356","0,001","0,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040333,12/06/2025,17:41:36,IBUPROFENO COMPRIMIDO 600 MG 09.M.01.A,,-1.0,CP,"119,578950","0,001","0,001"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040333,12/06/2025,17:41:36,OMEPRAZOL CAPSULA 20MG 09.A.02.B,,-3.36,CS,"182,216899","0,001","0,003"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,SISTEMA FECHADO DE ASPIRAÇÃO,,-20.0,UN,"352,063466","0,100","2,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,PACOTE TESTE DESCARTAVEL ´ BOWIE &,,-60.0,PC,"304,988425","0,100","6,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,FIO DE SUTURA DE POLIGLECAPRONE,,-24.0,EN,"178,323591","0,005","0,120"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,BANDAGEM ADESIVA ELÁSTICA NÃO,,-6.0,UN,"192,424697","0,008","0,048"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,SOLUÇAO AQUOSA A BASE DE,,-20.0,FR,"859,518715","0,100","2,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,"FIO DE SUTURA SEDA TRANÇADA 3-0,",,-72.0,EN,"331,144826","0,005","0,360"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:41,"CATETER NASAL ADULTO, TIPO ÓCULOS,",,-500.0,UN,"563,819220","0,015","7,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,"CATETER NASAL NEONATAL, EM SILICONE,",,-100.0,UN,"361,907606","0,015","1,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FLUORESCEINA (SODICA) SOLUCAO,,-20.0,FR,"348,284552","0,150","3,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FIO DE SUTURA DE POLIDIOXANONA,,-72.0,UM,"661,995366","0,005","0,360"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FIO DE SUTURA NYLON MONOFILAMENTAR,,-240.0,EN,"350,210110","0,005","1,200"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FIO DE SUTURA DE POLIAMIDA,,-240.0,EN,"327,862399","0,005","1,200"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FIO DE SUTURA DE POLIAMIDA,,-120.0,EN,"161,504970","0,005","0,600"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,"FIO DE SUTURA DE SEDA TRANCADA 2-0,",,-120.0,EN,"557,967203","0,005","0,600"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,FITA CIRURGICA HIPOALERGENICA,,-192.0,RL,"840,987740","0,050","9,600"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,LAMINA P/BISTURI N. 15,,-1.2,UM,"222,084120","0,001","0,001"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,MASCARA LARÍNGEA Nº4 (50KG A 70KG),,-10.0,UN,"146,090529","0,100","1,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040713,16/06/2025,07:38:42,MASCARA LARÍNGEA Nº5 (70KG A 100KG),,-20.0,UN,"338,552133","0,100","2,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,AGUA PARA INJETAVEIS AMPOLA 10 ML 09.V.07.,,-3.6,AM,"788,888844","0,100","0,360"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,AMICACINA (SULFATO) SOLUCAO 09.J.01.G,,-200.0,AM,"883,409814","0,150","30,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,AMIODARONA SOLUCAO INJETAVEL 50 09.C.01.B,,-100.0,AM,"257,595349","0,150","15,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,AZITROMICINA PO PARA SOLUCAO 09.J.01.F,,-50.0,FA,"602,708123","0,150","7,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,BUPIVACAINA (CLORIDRATO) + GLICOSE 09.N.01,,-50.0,AM,"147,095705","0,100","5,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,BUTILBROMETO DE ESCOPOLAMINA 09.A.03.B,,-500.0,AM,"466,637655","0,100","50,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,CEFTRIAXONA PÓ PARA SOLUÇÃO 09.J.01.D,,-300.0,FA,"958,303428","0,150","45,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,CIANOCOBALAMINA (VITAMINA B12) 09.B.03.B,,-200.0,AM,"754,058022","0,100","20,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,CLONIDINA (CLORIDRATO) SOLUÇAO 09.C.02.A,,-150.0,AM,"631,208791","0,100","15,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,COMPLEXO B SOLUCAO INJETAVEL 09.B.05.X,,-500.0,AM,"508,669740","0,150","75,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,DEXAMETASONA SOLUCAO INJETAVEL 4 09.H.02.A,,-200.0,UN,"189,312638","0,150","30,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,DIPIRONA SOLUCAO INJETAVEL 500 MG/ML 09.N.,,-1.0,AM,"788,722780","0,150","0,150"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:39,DOBUTAMINA (CLORIDRATO) SOLUCAO 09.C.01.C,,-50.0,AM,"260,899997","0,150","7,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,EPINEFRINA SOLUCAO INJETAVEL 1 MG/ML 09.C.,,-500.0,AM,"549,182585","0,150","75,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,GLICONATO DE CALCIO SOLUÇAO 09.A.12.A,,-200.0,AM,"347,895334","0,100","20,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,HIDRALAZINA SOLUCAO INJETAVEL 20 09.C.02.D,,-50.0,AM,"283,787816","0,150","7,500"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,LIDOCAINA + EPINEFRINA SOLUCAO 09.N.01.B,,-100.0,FA,"512,674975","0,150","15,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,METILERGOMETRINA (MALEATO) SOLUCAO 09.G.02,,-300.0,AM,"575,950116","0,150","45,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,METILPREDNISOLONA (SUCCINATO) PO 09.H.02.A,,-50.0,FA,"858,760265","0,100","5,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040734,16/06/2025,08:52:40,METOCLOPRAMIDA SOLUCAO INJETAVEL 5 09.A.03,,-800.0,AM,"423,792904","0,150","120,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040773,16/06/2025,09:26:07,TUBO EXTENSOR ESTÉRIL PARA BOMBA DE,,-500.0,UN,"677,175725","0,100","50,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040775,16/06/2025,09:27:29,FITA UMBILICAL ESTERIL,,-48.0,EN,"179,990088","0,050","2,400"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,"PROTETOR DE ESTOMA ADULTO, NÃO",,-30.0,UN,"501,662322","0,100","3,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,"SISTEMA DE IRRIGAÇÃO PARA COLOSTOMIA,",,-1.0,KT,"420,085175","0,100","0,100"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,FIXADOR PARA CANULA DE,,-200.0,UN,"658,736514","0,100","20,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,PAPEL GRAU CIRURGICO 25CM X 100M,,-6.0,RL,"531,860004","1,000","6,000"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,SERINGA HIPODERMICA 3ML COM AGULHA,,-2.0,UN,"469,042520","0,002","0,004"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,"AGULHA HIPODÉRMICA 13 X 0,45 COM",,-1.0,UN,"227,074040","0,002","0,002"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,SERINGA PERDA DE RESISTÊNCIA PARA,,-20.0,UN,"360,840695","0,012","0,240"
Distribuição Farmácia Central x HRAN.pdf,5 - FARMACIA CENTRAL,5065 - FARMÁCIA - HRAN,5-25/040778,16/06/2025,09:35:47,"AGULHA ANESTÉSICA, APLICAÇÃO PARA",,-50.0,UM,"170,467165","0,002","0,100"
